symbol,xbrl,xbrl_cik,edgar_cik,snp500_cik,xbrl_name,edgar_name,snp500_name,nasdaq100_name,dj_name,snp400_name,DJ,NASDAQ100,SNP500,SNP400,sic,fye,period,filed,nciks,aciks,entityid,marketoperator,markettier,primaryexchange,siccode,sicdescription
GLTC,True,1403676.0,1403676.0,,"GELTECH SOLUTIONS, INC.","GELTECH SOLUTIONS, INC.",,,,,,,,,2820,1231,20170630,20170811,1,,748387.0,OTC Markets,OTCQB,OTC,,"Plastic Material, Synthetic Resin/Rubber, Cellulos (No Glass)"
CNAB,True,1436161.0,1436161.0,,UNITED CANNABIS CORP,UNITED CANNABIS CORP,,,,,,,,,2834,1231,20170630,20170814,1,,782355.0,OTC Markets,OTCQB,OTC,,Pharmaceutical Preparations
DSKX,True,1463959.0,1463959.0,,"DS HEALTHCARE GROUP, INC.","DS HEALTHCARE GROUP, INC.",,,,,,,,,2844,1231,20170630,20170814,1,,805396.0,NASDAQ,NASDAQ Capital Market,OTC,,"Perfumes, Cosmetics and Other Toilet Preparations"
LWLG,True,1325964.0,1325964.0,,"LIGHTWAVE LOGIC, INC.","LIGHTWAVE LOGIC, INC.",,,,,,,,,3080,1231,20170630,20170814,1,,672805.0,OTC Markets,OTCQB,OTC,,Miscellaneous Plastics Products
SRAX,True,1538217.0,1538217.0,,"SOCIAL REALITY, INC.","SOCIAL REALITY, INC.",,,,,,,,,7311,1231,20170630,20170814,1,,872628.0,OTC Markets,OTCQB,Nasdaq Capital Market,,Services-Advertising Agencies
DUOT,True,1396536.0,1396536.0,,"DUOS TECHNOLOGIES GROUP, INC.","DUOS TECHNOLOGIES GROUP, INC.",,,,,,,,,7372,1231,20170630,20170815,1,,742404.0,OTC Markets,OTCQB,OTC,,Services-Prepackaged Software
SSCR,True,1473287.0,1473287.0,,SMSA CRANE ACQUISITION CORP.,SMSA CRANE ACQUISITION CORP.,,,,,,,,,6770,1231,20170630,20170816,1,,813384.0,OTC Markets,OTC Pink No Information,OTC,,Blank Checks
MDXL,True,1601280.0,1601280.0,,"MEDIXALL GROUP, INC.","MEDIXALL GROUP, INC.",,,,,,,,,7374,1231,20170630,20170821,1,,928994.0,OTC Markets,OTCQB,OTC,,"Railroads, Line-Haul Operating"
BMTM,True,1568385.0,1568385.0,,"BRIGHT MOUNTAIN MEDIA, INC.","BRIGHT MOUNTAIN MEDIA, INC.",,,,,,,,,7371,1231,20170630,20170821,1,,898622.0,OTC Markets,OTCQB,OTC,,Services-Computer Programming Services
TKCI,True,1567503.0,1567503.0,,"TURNKEY CAPITAL, INC.","TURNKEY CAPITAL, INC.",,,,,,,,,8742,1231,20170630,20170822,1,,898451.0,OTC Markets,OTCQB,OTC,,Services-Management Consulting Services
GHWC,True,1616156.0,1616156.0,,"GLOBAL ENTERTAINMENT CLUBS, INC.","GLOBAL ENTERTAINMENT CLUBS, INC.",,,,,,,,,3990,0531,20170531,20170913,1,,941660.0,OTC Markets,OTC Pink Current,OTC,,Miscellaneous Manufacturing Industries
PDEX,True,788920.0,788920.0,,PRO DEX INC,PRO DEX INC,,,,,,,,,3841,0630,20170630,20170914,1,,7726.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Surgical and Medical Instruments and Apparatus
ASPU,True,1487198.0,1487198.0,,"ASPEN GROUP, INC.","ASPEN GROUP, INC.",,,,,,,,,8200,0430,20170731,20170914,1,,824640.0,OTC Markets,OTCQB,Nasdaq Capital Market,,Services-Educational Services
HTBX,True,1476963.0,1476963.0,,"HEAT BIOLOGICS, INC.","HEAT BIOLOGICS, INC.",,,,,,,,,2834,1231,20170630,20170915,1,,816009.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Pharmaceutical Preparations
TMBXF,True,1072772.0,1072772.0,,TOMBSTONE EXPLORATION CORP,TOMBSTONE EXPLORATION CORP,,,,,,,,,1000,1231,20161231,20170802,1,,102343.0,OTC Markets,OTC Pink Limited,OTC,,Metal Mining
CBNT,True,1610462.0,1610462.0,,"CABINET GROW, INC.","CABINET GROW, INC.",,,,,,,,,0100,1231,20170630,20170807,1,,940868.0,OTC Markets,OTC Pink Current,OTC,,Agricultural Production-Crops
CNCL,True,1130889.0,1130889.0,,CANCER CAPITAL CORP,CANCER CAPITAL CORP,,,,,,,,,6770,1231,20170630,20170808,1,,84173.0,OTC Markets,OTC Pink Current,OTC,,Blank Checks
SUIC,True,1394108.0,1394108.0,,SINO UNITED WORLDWIDE CONSOLIDATED LTD.,SINO UNITED WORLDWIDE CONSOLIDATED LTD.,,,,,,,,,2860,1231,20170630,20170808,1,,740382.0,OTC Markets,OTC Pink Current,OTC,,Industrial Organic Chemicals
WGTG,True,1110482.0,1110482.0,,WINGS & THINGS INC,WINGS & THINGS INC,,,,,,,,,6770,1231,20170630,20170810,1,,75722.0,OTC Markets,OTC Pink Current,OTC,,Textile mill products
PGEC,True,790179.0,790179.0,,PRESTIGE CAPITAL CORP,PRESTIGE CAPITAL CORP,,,,,,,,,6792,1231,20170630,20170811,1,,69694.0,OTC Markets,OTC Pink Current,OTC,,Oil Royalty Traders
MYHI,True,1507181.0,1507181.0,,MOUNTAIN HIGH ACQUISITIONS CORP.,MOUNTAIN HIGH ACQUISITIONS CORP.,,,,,,,,,3600,0331,20170630,20170814,1,,842794.0,OTC Markets,OTCQB,OTC,,Electronic and Other Electrical Equipment (No Computer Equipment
PGAS,True,1558465.0,1558465.0,,"PETROGRESS, INC.","PETROGRESS, INC.",,,,,,,,,4412,1231,20170630,20170814,1,,891518.0,OTC Markets,OTC Pink Current,OTC,,Deep Sea Foreign Transportation of Freight
SAL,True,1060219.0,1060219.0,,SALISBURY BANCORP INC,SALISBURY BANCORP INC,,,,,,,,,6035,1231,20170630,20170814,1,,6264.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,"Savings Institution, Federally Chartered"
AGTK,True,1040850.0,1040850.0,,"AGRITEK HOLDINGS, INC.","AGRITEK HOLDINGS, INC.",,,,,,,,,5960,1231,20170630,20170814,1,,7112.0,OTC Markets,OTC Pink Current,OTC,,Retail-Nonstore Retailers
BGHM,True,1119897.0,1119897.0,,BINGHAM CANYON CORP,BINGHAM CANYON CORP,,,,,,,,,3590,1231,20170630,20170814,1,,79487.0,OTC Markets,OTC Pink Current,OTC,,Miscellaneous Industrial and Commercial Machinery and Equipment
INND,True,1609139.0,1609139.0,,"INNERSCOPE ADVERTISING AGENCY, INC.","INNERSCOPE HEARING TECHNOLOGIES, INC.",,,,,,,,,7311,1231,20170630,20170821,1,,938779.0,OTC,Grey Market,OTC,,Services-Advertising Agencies
TFVR,True,748268.0,748268.0,,TIMEFIREVR INC.,TIMEFIREVR INC.,,,,,,,,,7372,1231,20170630,20170821,1,,806.0,OTC Markets,OTCQB,OTC,,Services-Prepackaged Software
RESI,True,1555039.0,1555039.0,,ALTISOURCE RESIDENTIAL CORP,ALTISOURCE RESIDENTIAL CORP,,,,,,,,,6500,1231,20170630,20170808,1,,889871.0,NYSE,NYSE,NYSE,,Real estate
AAMC,True,1555074.0,1555074.0,,ALTISOURCE ASSET MANAGEMENT CORP,ALTISOURCE ASSET MANAGEMENT CORP,,,,,,,,,6500,1231,20170630,20170808,1,,889872.0,NYSE,NYSE MKT,NYSE MKT,,Real estate
EMES,True,1555177.0,1555177.0,,EMERGE ENERGY SERVICES LP,EMERGE ENERGY SERVICES LP,,,,,,,,,1400,1231,20170630,20170804,1,,902718.0,NYSE,NYSE,NYSE,,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
ZTS,True,1555280.0,1555280.0,1555280.0,ZOETIS INC.,ZOETIS INC.,Zoetis,,,,,,True,,2834,1231,20170630,20170808,1,,887531.0,NYSE,NYSE,NYSE,,Pharmaceutical Preparations
ORM,True,1556364.0,1556364.0,,"OWENS REALTY MORTGAGE, INC.","OWENS REALTY MORTGAGE, INC.",,,,,,,,,6798,1231,20170630,20170808,1,,891256.0,NYSE,NYSE MKT,NYSE MKT,,Real Estate Investment Trusts
NRZ,True,1556593.0,1556593.0,,NEW RESIDENTIAL INVESTMENT CORP.,NEW RESIDENTIAL INVESTMENT CORP.,,,,,,,,,6798,1231,20170630,20170803,1,,896583.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
ALDW,True,1556766.0,1556766.0,,"ALON USA PARTNERS, LP","ALON USA PARTNERS, LP",,,,,,,,,2911,1231,20170630,20170802,1,,888763.0,NYSE,NYSE,NYSE,,Petroleum Refining
KDMN,True,1557142.0,1557142.0,,"KADMON HOLDINGS, INC.","KADMON HOLDINGS, INC.",,,,,,,,,2834,1231,20170630,20170803,1,,888674.0,NYSE,NYSE,NYSE,,Pharmaceutical Preparations
CPRY,True,1558235.0,1558235.0,,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,,,,,,,,,6798,1231,20170630,20170814,1,,893590.0,OTC,Grey Market,OTC,,Real Estate Investment Trusts
GRIF,True,1037390.0,1037390.0,,"GRIFFIN INDUSTRIAL REALTY, INC.","GRIFFIN INDUSTRIAL REALTY, INC.",,,,,,,,,6500,1130,20170531,20170707,1,,94.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Real estate
CCF,True,830524.0,830524.0,,CHASE CORP,CHASE CORP,,,,,,,,,3640,0831,20170531,20170707,1,,2207.0,NYSE,NYSE MKT,NYSE MKT,,Electric Lighting And Wiring Equipment
HELE,True,916789.0,916789.0,,HELEN OF TROY LTD,HELEN OF TROY LTD,,,,Helen of Troy Limited,,,,True,3634,0228,20170531,20170710,1,,11502.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Electric Housewares and Fans
DIT,True,928465.0,928465.0,,AMCON DISTRIBUTING CO,AMCON DISTRIBUTING CO,,,,,,,,,5141,0930,20170630,20170718,1,,4828.0,NYSE,NYSE MKT,NYSE MKT,,"Wholesale-Groceries, General Line"
FPI,True,1591670.0,1591670.0,,FARMLAND PARTNERS INC.,FARMLAND PARTNERS INC.,,,,,,,,,6798,1231,20170630,20170721,1,,924284.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
ALPN,True,1626199.0,1626199.0,,"NIVALIS THERAPEUTICS, INC.","ALPINE IMMUNE SCIENCES, INC.",,,,,,,,,2834,1231,20170630,20170721,1,,950789.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Pharmaceutical Preparations
NEM,True,1164727.0,1164727.0,1164727.0,NEWMONT MINING CORP /DE/,NEWMONT MINING CORP /DE/,Newmont Mining Corporation,,,,,,True,,1040,1231,20170630,20170725,1,,94761.0,NYSE,NYSE,NYSE,,Gold And Silver Ores
WINA,True,908315.0,908315.0,,WINMARK CORP,WINMARK CORP,,,,,,,,,5900,1231,20170630,20170725,1,,5275.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Retail-Miscellaneous Retail
LW,True,1679273.0,1679273.0,,"LAMB WESTON HOLDINGS, INC.","LAMB WESTON HOLDINGS, INC.",,,,Lamb Weston Holdings Inc,,,,True,2030,0531,20170531,20170725,1,,998928.0,NYSE,NYSE,NYSE,,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
EXAS,True,1124140.0,1124140.0,,EXACT SCIENCES CORP,EXACT SCIENCES CORP,,,,,,,,,8731,1231,20170630,20170725,1,,80522.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Services-Commercial Physical and Biological Research
IVTY,True,1393020.0,1393020.0,,"INVUITY, INC.","INVUITY, INC.",,,,,,,,,3841,1231,20170630,20170726,1,,737793.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Surgical and Medical Instruments and Apparatus
DGI,True,1208208.0,1208208.0,,"DIGITALGLOBE, INC.","DIGITALGLOBE, INC.",,,,,,,,,4899,1231,20170630,20170726,1,,386862.0,NYSE,NYSE,NYSE,,"Communications Services, Not Elsewhere Classified"
HUN,True,1307954.0,1307954.0,,HUNTSMAN CORP,HUNTSMAN CORP,,,,,,,,,2800,1231,20170630,20170727,2,1089748,656099.0,NYSE,NYSE,NYSE,,Chemicals and Allied Products
FND,True,1507079.0,1507079.0,,"FLOOR & DECOR HOLDINGS, INC.","FLOOR & DECOR HOLDINGS, INC.",,,,,,,,,5211,1231,20170630,20170727,1,,842788.0,NYSE,NYSE,NYSE,,Retail-Lumber and Other Building Materials Dealers
FIX,True,1035983.0,1035983.0,,COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA INC,,,,,,,,,1731,1231,20170630,20170727,1,,4201.0,NYSE,NYSE,NYSE,,Electrical Work
STRA,True,1013934.0,1013934.0,,STRAYER EDUCATION INC,STRAYER EDUCATION INC,,,,,,,,,8200,1231,20170630,20170727,1,,11950.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Educational Services
HTH,True,1265131.0,1265131.0,,HILLTOP HOLDINGS INC.,HILLTOP HOLDINGS INC.,,,,,,,,,6022,1231,20170630,20170727,1,,600798.0,NYSE,NYSE,NYSE,,State Commercial Banks
COR,True,1490892.0,1490892.0,,CORESITE REALTY CORP,CORESITE REALTY CORP,,,,CoreSite Realty,,,,True,6798,1231,20170630,20170728,1,,828548.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
MGLN,True,19411.0,19411.0,,MAGELLAN HEALTH INC,MAGELLAN HEALTH INC,,,,,,,,,8060,1231,20170630,20170728,1,,4772.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Hospitals
PAG,True,1019849.0,1019849.0,,"PENSKE AUTOMOTIVE GROUP, INC.","PENSKE AUTOMOTIVE GROUP, INC.",,,,,,,,,5500,1231,20170630,20170728,1,,7471.0,NYSE,NYSE,NYSE,,Retail-Auto Dealers and Gasoline Stations
AVHI,True,39677.0,39677.0,,"AV HOMES, INC.","AV HOMES, INC.",,,,,,,,,1531,1231,20170630,20170728,1,,587.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Operative Builders
URG,True,1375205.0,1375205.0,,UR-ENERGY INC,UR-ENERGY INC,,,,,,,,,1040,1231,20170630,20170728,1,,720464.0,NYSE,NYSE MKT,NYSE MKT,,Gold And Silver Ores
HCM,True,1648257.0,1648257.0,,HUTCHISON CHINA MEDITECH LTD,HUTCHISON CHINA MEDITECH LTD,,,,,,,,,2834,1231,20170630,20170731,1,,977382.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
USLM,True,82020.0,82020.0,,UNITED STATES LIME & MINERALS INC,UNITED STATES LIME & MINERALS INC,,,,,,,,,1400,1231,20170630,20170731,1,,8763.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
ECOL,True,742126.0,742126.0,,"US ECOLOGY, INC.","US ECOLOGY, INC.",,,,,,,,,4953,1231,20170630,20170731,1,,8442.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Refuse Systems
MATX,True,3453.0,3453.0,,"MATSON, INC.","MATSON, INC.",,,,,,,,,4400,1231,20170630,20170801,1,,9371.0,NYSE,NYSE,NYSE,,Water transportation
MMM,True,66740.0,66740.0,66740.0,3M CO,3M CO,3M Company,,3M,,True,,True,,3841,1231,20170630,20170801,1,,5248.0,NYSE,NYSE,NYSE,,Surgical and Medical Instruments and Apparatus
RIGL,True,1034842.0,1034842.0,,RIGEL PHARMACEUTICALS INC,RIGEL PHARMACEUTICALS INC,,,,,,,,,2834,1231,20170630,20170801,1,,71654.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
INCY,True,879169.0,879169.0,879169.0,INCYTE CORP,INCYTE CORP,Incyte, Incyte Corporation,,,,True,True,,8731,1231,20170630,20170801,1,,6583.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Services-Commercial Physical and Biological Research
GORO,True,1160791.0,1160791.0,,GOLD RESOURCE CORP,GOLD RESOURCE CORP,,,,,,,,,1040,1231,20170630,20170801,1,,689353.0,NYSE,NYSE MKT,NYSE MKT,,Gold And Silver Ores
ZYNE,True,1621443.0,1621443.0,,"ZYNERBA PHARMACEUTICALS, INC.","ZYNERBA PHARMACEUTICALS, INC.",,,,,,,,,2834,1231,20170630,20170801,1,,946800.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Pharmaceutical Preparations
FSP,True,1031316.0,1031316.0,,FRANKLIN STREET PROPERTIES CORP /MA/,FRANKLIN STREET PROPERTIES CORP /MA/,,,,,,,,,6798,1231,20170630,20170801,1,,85848.0,NYSE,NYSE MKT,NYSE MKT,,Real Estate Investment Trusts
OI,True,812074.0,812074.0,,OWENS ILLINOIS INC /DE/,OWENS ILLINOIS INC /DE/,,,,Owens-Illinois,,,,True,3221,1231,20170630,20170801,1,,4784.0,NYSE,NYSE,NYSE,,Glass Containers
PZZA,True,901491.0,901491.0,,PAPA JOHNS INTERNATIONAL INC,PAPA JOHNS INTERNATIONAL INC,,,,Papa John’s International Inc,,,,True,5812,1231,20170630,20170801,1,,9302.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Eating Places
MRNS,True,1267813.0,1267813.0,,MARINUS PHARMACEUTICALS INC,MARINUS PHARMACEUTICALS INC,,,,,,,,,2834,1231,20170630,20170801,1,,601193.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Pharmaceutical Preparations
WD,True,1497770.0,1497770.0,,"WALKER & DUNLOP, INC.","WALKER & DUNLOP, INC.",,,,,,,,,6199,1231,20170630,20170802,1,,834237.0,NYSE,NYSE,NYSE,,Finance Services
UFPI,True,912767.0,912767.0,,UNIVERSAL FOREST PRODUCTS INC,UNIVERSAL FOREST PRODUCTS INC,,,,,,,,,2421,1231,20170630,20170802,1,,9130.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Sawmills and Planing Mills, General"
RS,True,861884.0,861884.0,,RELIANCE STEEL & ALUMINUM CO,RELIANCE STEEL & ALUMINUM CO,,,,Reliance Steel & Aluminum Co.,,,,True,5051,1231,20170630,20170802,1,,1088.0,NYSE,NYSE,NYSE,,Wholesale-Metals Service Centers and Offices
ATR,True,896622.0,896622.0,,APTARGROUP INC,APTARGROUP INC,,,,AptarGroup Inc,,,,True,3089,1231,20170630,20170802,1,,2149.0,NYSE,NYSE,NYSE,,"Plastics Products, Not Elsewhere Classified"
INGR,True,1046257.0,1046257.0,,INGREDION INC,INGREDION INC,,,,Ingredion Inc,,,,True,2040,1231,20170630,20170802,1,,8391.0,NYSE,NYSE,NYSE,,Grain Mill Products
TDOC,True,1477449.0,1477449.0,,"TELADOC, INC.","TELADOC, INC.",,,,,,,,,8011,1231,20170630,20170802,1,,816414.0,NYSE,NYSE,NYSE,,Services-Offices and Clinics Of Doctors Of Medicine
CATM,True,1671013.0,1671013.0,,CARDTRONICS PLC,CARDTRONICS PLC,,,,,,,,,7389,1231,20170630,20170802,1,,993183.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Services-Business Services, Not Elsewhere Classified"
LEXEA,True,1669600.0,1669600.0,,"LIBERTY EXPEDIA HOLDINGS, INC.","LIBERTY EXPEDIA HOLDINGS, INC.",,,,,,,,,5960,1231,20170630,20170802,1,,990315.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Retail-Nonstore Retailers
AXGN,True,805928.0,805928.0,,"AXOGEN, INC.","AXOGEN, INC.",,,,,,,,,3845,1231,20170630,20170802,1,,6647.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,Electromedical and Electrotherapeutic Apparatus
MUX,True,314203.0,314203.0,,MCEWEN MINING INC.,MCEWEN MINING INC.,,,,,,,,,1040,1231,20170630,20170802,1,,7557.0,NYSE,NYSE,NYSE,,Gold And Silver Ores
MC,True,1596967.0,1596967.0,,MOELIS & CO,MOELIS & CO,,,,,,,,,6282,1231,20170630,20170802,1,,928868.0,NYSE,NYSE,NYSE,,Investment Advice
LBRDK,True,1611983.0,1611983.0,,LIBERTY BROADBAND CORP,LIBERTY BROADBAND CORP,,,,,,,,,4841,1231,20170630,20170802,1,,940403.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Cable and Other Pay Television Services
BPMC,True,1597264.0,1597264.0,,BLUEPRINT MEDICINES CORP,BLUEPRINT MEDICINES CORP,,,,,,,,,2834,1231,20170630,20170802,1,,924997.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
COTV,True,1657197.0,1657197.0,,"COTIVITI HOLDINGS, INC.","COTIVITI HOLDINGS, INC.",,,,,,,,,7389,1231,20170630,20170802,1,,993419.0,NYSE,NYSE,NYSE,,"Services-Business Services, Not Elsewhere Classified"
BOOT,True,1610250.0,1610250.0,,"BOOT BARN HOLDINGS, INC.","BOOT BARN HOLDINGS, INC.",,,,,,,,,5661,0331,20170630,20170802,1,,937806.0,NYSE,NYSE,NYSE,,Retail-Shoe Stores
AR,True,1433270.0,1433270.0,,ANTERO RESOURCES CORP,ANTERO RESOURCES CORP,,,,,,,,,1311,1231,20170630,20170802,1,,776600.0,NYSE,NYSE,NYSE,,Crude Petroleum and Natural Gas
AM,True,1598968.0,1598968.0,,ANTERO MIDSTREAM PARTNERS LP,ANTERO MIDSTREAM PARTNERS LP,,,,,,,,,4922,1231,20170630,20170802,1,,926666.0,NYSE,NYSE,NYSE,,Natural Gas Transmission
AMGP,True,1623925.0,1623925.0,,ANTERO MIDSTREAM GP LP,ANTERO MIDSTREAM GP LP,,,,,,,,,4922,1231,20170630,20170802,1,,948631.0,NYSE,NYSE,NYSE,,Natural Gas Transmission
PMTS,True,1641614.0,1641614.0,,CPI CARD GROUP INC.,CPI CARD GROUP INC.,,,,,,,,,6153,1231,20170630,20170803,1,,972592.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Short-Term Business Credit Institutions
QTS,True,1577368.0,1577368.0,,"QTS REALTY TRUST, INC.","QTS REALTY TRUST, INC.",,,,,,,,,6798,1231,20170630,20170803,2,1561164,913694.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
DISH,True,1001082.0,1001082.0,1001082.0,DISH NETWORK CORP,DISH NETWORK CORP,Dish Network, DISH Network Corporation,,,,True,True,,4841,1231,20170630,20170803,1,,2702.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Cable and Other Pay Television Services
EVA,True,1592057.0,1592057.0,,"ENVIVA PARTNERS, LP","ENVIVA PARTNERS, LP",,,,,,,,,2400,1231,20170630,20170803,1,,948016.0,NYSE,NYSE,NYSE,,Lumber and Wood Products (No Furniture)
ECL,True,31462.0,31462.0,31462.0,ECOLAB INC.,ECOLAB INC.,Ecolab Inc.,,,,,,True,,2840,1231,20170630,20170803,1,,7317.0,NYSE,NYSE,NYSE,,"Soap, Detergents, Cleaning Preparations, Perfumes, Cosmetics"
GLYC,True,1253689.0,1253689.0,,GLYCOMIMETICS INC,GLYCOMIMETICS INC,,,,,,,,,2834,1231,20170630,20170803,1,,417281.0,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,,Pharmaceutical Preparations
CLVS,True,1466301.0,1466301.0,,"CLOVIS ONCOLOGY, INC.","CLOVIS ONCOLOGY, INC.",,,,,,,,,2834,1231,20170630,20170803,1,,807381.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
SHO,True,1295810.0,1295810.0,,"SUNSTONE HOTEL INVESTORS, INC.","SUNSTONE HOTEL INVESTORS, INC.",,,,,,,,,7011,1231,20170630,20170803,1,,642031.0,NYSE,NYSE,NYSE,,Hotels and Motels
TSE,True,1519061.0,1519061.0,,TRINSEO S.A.,TRINSEO S.A.,,,,,,,,,2821,1231,20170630,20170803,1,,858520.0,NYSE,NYSE,NYSE,,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
CUB,True,26076.0,26076.0,,CUBIC CORP /DE/,CUBIC CORP /DE/,,,,,,,,,3829,0930,20170630,20170803,1,,11672.0,NYSE,NYSE,NYSE,,"Measuring and Controlling Devices, Not Elsewhere Classified"
VVUS,True,881524.0,881524.0,,VIVUS INC,VIVUS INC,,,,,,,,,2834,1231,20170630,20170803,1,,3684.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
HAYN,True,858655.0,858655.0,,HAYNES INTERNATIONAL INC,HAYNES INTERNATIONAL INC,,,,,,,,,3310,0930,20170630,20170803,1,,30258.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Steel Works, Blast Furnaces and Rolling and Finishing Mills"
BIVV,True,1681689.0,1681689.0,,BIOVERATIV INC.,BIOVERATIV INC.,,,,Bioverativ,,,,True,2834,1231,20170630,20170803,1,,1001339.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
AL,True,1487712.0,1487712.0,,AIR LEASE CORP,AIR LEASE CORP,,,,,,,,,7359,1231,20170630,20170803,1,,829288.0,NYSE,NYSE,NYSE,,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
SLD,True,1527590.0,1527590.0,,SUTHERLAND ASSET MANAGEMENT CORP,SUTHERLAND ASSET MANAGEMENT CORP,,,,,,,,,6798,1231,20170630,20170803,1,,861673.0,NYSE,NYSE,NYSE,,Real Estate Investment Trusts
RMGN,True,1512074.0,1512074.0,,RMG NETWORKS HOLDING CORP,RMG NETWORKS HOLDING CORP,,,,,,,,,7389,1231,20170630,20170803,1,,847167.0,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,,"Services-Business Services, Not Elsewhere Classified"
LFGR,True,1365038.0,1365038.0,,LEAF GROUP LTD.,LEAF GROUP LTD.,,,,,,,,,7374,1231,20170630,20170803,1,,710930.0,NYSE,NYSE,NYSE,,Services-Computer Processing and Data Preparation
TESS,True,927355.0,927355.0,,TESSCO TECHNOLOGIES INC,TESSCO TECHNOLOGIES INC,,,,,,,,,5065,0331,20170630,20170803,1,,10319.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,"Wholesale-Electronic Parts and Equipment, Not Elsewhere Classifi"
NBR,True,1163739.0,1163739.0,,NABORS INDUSTRIES LTD,NABORS INDUSTRIES LTD,,,,Nabors Industries Ltd,,,,True,1381,1231,20170630,20170803,1,,94537.0,NYSE,NYSE,NYSE,,Drilling Oil and Gas Wells
IRWD,True,1446847.0,1446847.0,,IRONWOOD PHARMACEUTICALS INC,IRONWOOD PHARMACEUTICALS INC,,,,,,,,,2834,1231,20170630,20170803,1,,788969.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Pharmaceutical Preparations
APH,True,820313.0,820313.0,820313.0,AMPHENOL CORP /DE/,AMPHENOL CORP /DE/,Amphenol Corp,,,,,,True,,3678,1231,20170630,20170803,1,,6530.0,NYSE,NYSE,NYSE,,Electronic Connectors
AT,True,1419242.0,1419242.0,,ATLANTIC POWER CORP,ATLANTIC POWER CORP,,,,,,,,,4900,1231,20170630,20170803,1,,763161.0,NYSE,NYSE,NYSE,,"Electric, Gas and Sanitary Services"
ILG,True,1434620.0,1434620.0,,"ILG, INC.","ILG, INC.",,,,"ILG, Inc.",,,,True,6531,1231,20170630,20170804,1,,778401.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,Real Estate Agents and Managers (For Others)
HTBK,True,1053352.0,1053352.0,,HERITAGE COMMERCE CORP,HERITAGE COMMERCE CORP,,,,,,,,,6022,1231,20170630,20170804,1,,8530.0,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,,State Commercial Banks
